"","id","catholic","race_white","race_black","race_hispanic","race_asian","places_lived","m_age","f_age","f_ed","m_ed","m_prestige","f_prestige","fam_income","poverty","fstamp","math_score"
"5212","0662013C",0,1,0,0,0,NA,39,39,0,0,NA,35.78,150000.5,0,0,68.378
"5213","0662014C",0,1,0,0,0,1,34,NA,NA,0,53.5,NA,62500.5,0,0,78.001
"5214","0662015C",0,1,0,0,0,1,36,38,0,0,35.78,53.5,87500.5,0,0,49.909
"5215","0662018C",0,1,0,0,0,1,43,46,0,0,NA,35.78,62500.5,0,0,35.274
"5216","0662019C",0,1,0,0,0,1,40,42,0,0,38.18,53.5,200001,0,0,58.925
"5217","0662020C",0,1,0,0,0,1,39,41,0,0,NA,64.89,150000.5,0,0,77.834
"5218","0662022C",0,1,0,0,0,1,40,44,1,1,38.18,39.18,45000.5,0,0,50.958
"5219","0662023C",0,1,0,0,0,1,36,39,0,0,NA,48.69,150000.5,0,0,65.801
"5220","0662024C",0,1,0,0,0,1,39,49,1,0,NA,52.54,150000.5,0,0,58.877
"5221","0662025C",0,1,0,0,0,1,36,39,0,0,NA,48.69,150000.5,0,0,59.889
"5222","0664013C",0,0,1,0,0,1,42,NA,NA,0,59,NA,27500.5,0,0,55.009
"5223","0665001C",0,0,0,0,1,1,40,40,0,0,61.56,38.18,87500.5,0,0,47.165
"5224","0665004C",0,1,0,0,0,1,41,51,0,0,61.56,53.5,45000.5,0,0,69.469
"5225","0665005C",0,1,0,0,0,1,37,39,0,0,63.43,35.78,62500.5,0,0,62.589
"5226","0665006C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.852
"5227","0665007C",0,1,0,0,0,1,39,44,0,0,63.43,34.95,62500.5,0,0,57.774
"5228","0665008C",0,1,0,0,0,1,41,51,0,0,NA,35.63,150000.5,0,0,62.997
"5229","0665010C",0,1,0,0,0,1,40,51,0,0,61.56,72.1,62500.5,0,0,44.927
"5230","0665015C",0,1,0,0,0,1,43,46,0,1,38.18,34.95,87500.5,0,0,58.988
"5231","0665017C",0,1,0,0,0,1,50,51,0,0,63.43,35.78,87500.5,0,0,68.939
"5232","0665019C",0,1,0,0,0,1,39,42,1,1,NA,35.78,150000.5,0,0,53.754
"5233","0665020C",0,1,0,0,0,1,49,42,0,0,61.56,53.5,87500.5,0,0,67.7
"5234","0665023C",0,0,1,0,0,1,38,NA,NA,0,61.56,NA,37500.5,0,0,64.347
"5235","0665024C",0,1,0,0,0,1,48,53,0,0,63.43,39.18,87500.5,0,0,56.866
"5236","0665025C",0,0,0,0,1,1,40,40,0,0,61.56,38.18,87500.5,0,0,46.953
"5237","0665026C",0,1,0,0,0,1,41,51,0,0,61.56,53.5,45000.5,0,0,67.823
"5238","0665027C",0,1,0,0,0,1,43,46,0,1,38.18,34.95,87500.5,0,0,61.226
"5239","0666001C",0,0,0,0,1,1,NA,NA,1,NA,NA,39.2,12500.5,1,0,71.426
"5240","0666003C",0,1,0,0,0,1,37,38,0,0,62.87,NA,87500.5,0,0,44.975
"5241","0666005C",0,0,1,0,0,1,41,37,0,0,38.18,48.69,62500.5,0,0,48.793
"5242","0666010C",0,1,0,0,0,1,29,30,1,1,38.18,39.18,27500.5,0,0,48.15
"5243","0666011C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.416
"5244","0666012C",0,1,0,0,0,1,33,33,0,0,38.18,38.18,62500.5,0,0,75.556
"5245","0666014C",0,1,0,0,0,2,37,46,0,1,34.95,35.92,37500.5,0,0,54.296
"5246","0666016C",0,1,0,0,0,1,38,NA,NA,0,34.95,NA,45000.5,0,0,63.35
"5247","0666023C",0,0,0,0,0,1,42,42,0,0,38.18,34.95,62500.5,0,0,53.101
"5248","0667001C",0,0,0,0,1,1,44,43,0,0,34.95,53.5,32500.5,0,0,58.502
"5249","0667002C",0,1,0,0,0,1,46,47,0,0,63.43,53.5,62500.5,0,0,57.993
"5250","0667004C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.96
"5251","0667005C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.564
"5252","0667006C",0,1,0,0,0,1,35,NA,NA,0,38.18,NA,22500.5,0,0,54.396
"5253","0667008C",0,1,0,0,0,1,42,NA,NA,1,53.5,NA,27500.5,0,0,53.313
"5254","0667009C",0,1,0,0,0,1,30,36,0,0,NA,62.87,87500.5,0,0,53.795
"5255","0667010C",0,1,0,0,0,1,43,43,0,0,35.78,59,87500.5,0,0,57.227
"5256","0667011C",0,1,0,0,0,1,36,37,1,0,38.18,39.2,62500.5,0,0,51.692
"5257","0667014C",0,1,0,0,0,1,44,51,0,0,52.54,62.87,87500.5,0,0,60.517
"5258","0667017C",0,1,0,0,0,1,45,43,1,1,53.5,39.2,45000.5,0,0,43.158
"5259","0667019C",0,0,0,1,0,1,31,33,1,1,NA,53.5,45000.5,0,0,55.16
"5260","0667022C",0,1,0,0,0,1,37,38,1,1,34.95,39.2,45000.5,0,0,52.792
"5261","0667023C",0,1,0,0,0,1,37,42,0,1,35.78,53.5,87500.5,0,0,49.836
"5262","0668002C",1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.353
"5263","0668003C",1,1,0,0,0,1,39,41,1,0,38.18,39.18,62500.5,0,0,59.63
"5264","0668004C",1,1,0,0,0,1,43,45,0,1,38.18,39.2,200001,0,0,49.569
"5265","0668010C",1,1,0,0,0,1,45,49,0,0,38.18,53.5,150000.5,0,0,66.114
"5266","0668011C",1,1,0,0,0,1,37,39,1,1,35.78,39.2,22500.5,1,1,58.051
"5267","0668014C",1,1,0,0,0,1,38,39,0,0,63.43,53.5,87500.5,0,0,62.111
"5268","0668017C",1,1,0,0,0,1,36,43,0,0,NA,35.78,62500.5,0,0,56.146
"5269","0668018C",1,1,0,0,0,1,43,45,0,0,63.43,63.43,62500.5,0,0,56.747
"5270","0668020C",1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.478
"5271","0669001C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.416
"5272","0669003C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.104
"5273","0669006C",0,1,0,0,0,1,46,54,1,1,34.95,35.92,37500.5,0,0,55.21
"5274","0669008C",0,1,0,0,0,1,25,28,1,1,NA,NA,17500.5,1,1,56.77
"5275","0669020C",0,0,0,1,0,1,50,54,0,1,38.18,34.95,45000.5,0,0,54.663
"5276","0671001C",1,1,0,0,0,1,NA,38,1,NA,NA,35.78,37500.5,0,0,56.647
"5277","0671002C",0,1,0,0,0,1,41,40,0,1,35.78,35.92,45000.5,0,0,60.899
"5278","0671003C",1,1,0,0,0,1,45,45,0,0,38.18,35.78,150000.5,0,0,53.349
"5279","0671005C",1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.28
"5280","0671006C",0,1,0,0,0,2,39,39,0,0,61.56,53.5,150000.5,0,0,77.528
"5281","0671007C",1,1,0,0,0,NA,44,46,1,1,38.18,33.42,87500.5,0,NA,63.871
"5282","0671008C",1,1,0,0,0,1,32,38,1,0,NA,35.92,45000.5,0,0,53.013
"5283","0671009C",1,1,0,0,0,1,36,37,0,0,48.69,35.78,87500.5,0,0,53.737
"5284","0671010C",1,1,0,0,0,1,41,45,0,0,53.5,34.95,87500.5,0,0,45.522
"5285","0671011C",1,1,0,0,0,1,34,44,0,0,53.5,NA,150000.5,0,0,62.228
"5286","0671013C",1,1,0,0,0,1,33,45,0,1,NA,35.78,150000.5,0,0,59.157
"5287","0671014C",1,1,0,0,0,1,60,63,0,1,NA,NA,62500.5,0,0,48.565
"5288","0671015C",1,0,0,0,1,1,34,40,0,0,53.5,35.78,37500.5,0,0,61.675
"5289","0671017C",1,1,0,0,0,1,45,48,0,0,NA,39.18,150000.5,0,0,57.813
"5290","0671018C",1,1,0,0,0,1,41,45,0,0,63.43,53.5,45000.5,0,0,47.846
"5291","0671019C",1,1,0,0,0,1,45,NA,NA,0,77.5,NA,62500.5,0,0,54.461
"5292","0673002C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.086
"5293","0673005C",0,0,0,1,0,1,32,37,1,1,NA,39.2,7500.5,1,0,69.896
"5294","0673006C",0,0,1,0,0,1,29,NA,NA,1,34.95,NA,17500.5,0,0,56.365
"5295","0673007C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.424
"5296","0673018C",0,1,0,0,0,2,30,43,1,1,NA,35.78,7500.5,1,0,34.106
"5297","0673020C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.51
"5298","0673023C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.585
"5299","0678003C",0,0,0,0,1,1,34,44,0,0,NA,48.69,62500.5,0,0,47.182
"5300","0678004C",0,1,0,0,0,1,39,NA,NA,1,39.2,NA,17500.5,1,1,43.786
"5301","0678005C",0,1,0,0,0,1,37,35,0,0,38.18,38.18,62500.5,0,0,58.018
"5302","0678006C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.337
"5303","0678007C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.104
"5304","0678010C",0,1,0,0,0,1,30,29,1,1,NA,39.2,62500.5,0,0,56.799
"5305","0678013C",0,0,1,0,0,1,40,NA,NA,0,NA,NA,22500.5,1,0,46.502
"5306","0678015C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.139
"5307","0678016C",0,0,0,1,0,1,29,33,1,1,38.18,39.2,27500.5,0,0,42.751
"5308","0678019C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.86
"5309","0678021C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.67
"5310","0678022C",0,0,0,1,0,1,35,34,1,0,NA,NA,22500.5,1,0,69.195
"5311","0678023C",0,1,0,0,0,1,39,40,1,0,61.56,33.42,62500.5,0,0,59.883
"5312","0678024C",0,1,0,0,0,1,54,58,0,0,NA,64.89,62500.5,0,0,47.977
"5313","0680002C",0,1,0,0,0,1,38,46,0,0,63.43,35.78,87500.5,0,0,66.828
"5314","0680003C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.95
"5315","0680006C",0,1,0,0,0,1,44,44,1,1,53.5,53.5,150000.5,0,0,61.518
"5316","0680007C",0,1,0,0,0,1,37,36,0,0,35.78,48.69,87500.5,0,0,56.618
"5317","0680008C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.361
"5318","0680009C",0,1,0,0,0,1,36,36,1,1,35.78,35.92,87500.5,0,0,33.987
"5319","0680011C",0,0,1,0,0,1,46,NA,NA,0,53.5,NA,22500.5,0,0,57.794
"5320","0680013C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.765
"5321","0680015C",0,0,0,1,0,1,30,34,1,0,35.78,38.18,17500.5,1,1,52.811
"5322","0680016C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.95
"5323","0680017C",0,0,1,0,0,1,29,NA,NA,1,38.18,NA,45000.5,0,0,52.383
"5324","0680018C",0,1,0,0,0,1,42,NA,NA,1,NA,NA,12500.5,1,0,29.998
"5325","0680019C",0,0,0,1,0,1,46,47,1,0,35.78,39.18,45000.5,0,0,55.971
"5326","0680020C",0,0,1,0,0,2,30,33,0,1,38.18,35.92,87500.5,0,0,51.866
"5327","0680021C",0,1,0,0,0,1,35,36,0,0,38.18,53.5,87500.5,0,0,56.945
"5328","0680022C",0,1,0,0,0,1,34,36,0,0,53.5,48.69,150000.5,0,0,56.472
"5329","0680025C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.113
"5330","0682008C",0,1,0,0,0,2,32,33,1,0,38.18,37.67,37500.5,0,0,48.557
"5331","0683011C",0,0,1,0,0,1,34,33,0,0,38.18,39.18,45000.5,0,0,65.883
"5332","0683012C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.34
"5333","0683019C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.144
"5334","0683021C",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.067
"5335","0684005C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.127
"5336","0684006C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.686
"5337","0684007C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.868
"5338","0684008C",0,0,0,1,0,1,40,40,1,0,38.18,39.18,87500.5,0,0,50.564
"5339","0684009C",0,1,0,0,0,1,41,42,0,0,63.43,52.54,62500.5,0,0,66.807
"5340","0684010C",0,0,0,1,0,1,42,NA,NA,1,34.95,NA,17500.5,0,0,54.248
"5341","0684011C",0,1,0,0,0,1,37,41,1,1,38.18,NA,32500.5,0,0,49.667
"5342","0684014C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.168
"5343","0684021C",0,0,0,1,0,1,32,34,0,0,38.18,39.18,32500.5,0,0,46.444
"5344","0685001C",0,0,0,0,1,2,39,NA,NA,1,34.95,NA,37500.5,0,0,72.7
"5345","0685005C",0,0,0,0,1,1,38,44,0,0,38.18,39.18,150000.5,0,0,69.556
"5346","0685006C",0,1,0,0,0,1,44,44,0,0,52.54,35.92,150000.5,0,0,57.402
"5347","0685007C",0,1,0,0,0,1,36,39,0,0,34.95,35.78,87500.5,0,0,64.314
"5348","0685009C",0,1,0,0,0,1,39,42,0,0,62.87,35.63,87500.5,0,0,61.888
"5349","0685010C",0,1,0,0,0,1,44,45,0,0,53.5,59,150000.5,0,0,50.77
"5350","0685011C",0,1,0,0,0,1,48,50,0,0,NA,35.78,62500.5,0,0,61.685
"5351","0685016C",0,1,0,0,0,1,37,45,1,0,38.18,39.2,87500.5,0,0,59.109
"5352","0685017C",0,1,0,0,0,1,43,47,0,0,NA,77.5,150000.5,0,0,64.353
"5353","0685019C",0,1,0,0,0,1,48,NA,NA,0,NA,NA,87500.5,0,0,45.582
"5354","0685022C",0,1,0,0,0,1,48,53,1,0,63.43,33.42,62500.5,0,0,61.512
"5355","0685024C",0,0,0,1,0,1,39,39,0,0,34.95,35.92,200001,0,0,62.342
"5356","0686004C",0,0,1,0,0,1,47,67,1,0,57.83,39.2,27500.5,0,0,57.442
"5357","0686008C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.615
"5358","0686013C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.366
"5359","0686018C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.952
"5360","0686020C",0,0,0,1,0,1,41,37,0,0,34.95,34.95,27500.5,0,0,56.993
"5361","0686023C",0,0,1,0,0,1,28,NA,NA,1,NA,NA,5000,1,1,46.496
"5362","0686024C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.02
"5363","0687001C",0,1,0,0,0,1,39,40,0,0,38.18,35.78,150000.5,0,0,52.533
"5364","0687002C",0,1,0,0,0,1,47,42,0,0,NA,35.63,62500.5,0,0,58.036
"5365","0687005C",0,1,0,0,0,1,41,40,0,0,38.18,53.5,62500.5,0,0,65.359
"5366","0687006C",0,0,0,1,0,1,47,NA,NA,0,34.95,NA,22500.5,0,0,52.752
"5367","0687007C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.782
"5368","0687008C",0,1,0,0,0,1,44,55,0,0,35.78,35.78,150000.5,0,0,67.307
"5369","0687010C",0,1,0,0,0,1,32,37,0,1,34.95,53.5,62500.5,0,0,49.736
"5370","0687011C",0,1,0,0,0,1,41,NA,NA,1,53.5,NA,62500.5,0,0,57.123
"5371","0687012C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.179
"5372","0687013C",0,0,0,1,0,1,40,41,0,0,NA,64.89,87500.5,0,0,62.987
"5373","0687015C",0,1,0,0,0,1,42,46,0,0,53.5,53.5,150000.5,0,0,67.501
"5374","0687016C",0,1,0,0,0,1,39,41,0,0,53.5,53.5,150000.5,0,0,73.745
"5375","0687017C",0,1,0,0,0,1,50,50,0,0,38.18,48.69,87500.5,0,0,57.089
"5376","0687018C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.508
"5377","0687020C",0,0,0,1,0,1,39,39,0,0,38.18,53.5,45000.5,0,0,61.979
"5378","0687021C",0,1,0,0,0,1,50,55,0,0,38.18,53.5,62500.5,0,0,72.441
"5379","0687022C",0,1,0,0,0,1,42,42,0,0,NA,62.87,22500.5,0,0,60.308
"5380","0687024C",0,1,0,0,0,1,37,36,0,0,59,35.78,150000.5,0,0,52.973
"5381","0687025C",0,1,0,0,0,1,42,42,0,0,NA,62.87,22500.5,0,0,55.147
"5382","0691005C",0,0,1,0,0,1,30,NA,NA,0,38.18,NA,27500.5,0,0,37.615
"5383","0691009C",0,0,0,0,0,1,34,33,1,0,34.95,39.18,37500.5,0,1,50.27
"5384","0691011C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.428
"5385","0691013C",0,0,0,1,0,NA,29,32,1,1,29.6,35.63,17500.5,1,0,52.191
"5386","0691017C",0,0,0,1,0,1,29,34,0,0,35.78,35.78,45000.5,0,0,57.175
"5387","0691018C",0,1,0,0,0,1,37,NA,NA,1,NA,NA,12500.5,1,0,58.425
"5388","0691021C",0,0,0,1,0,2,30,34,1,1,57.83,33.42,37500.5,0,0,43.427
"5389","0691024C",0,0,0,1,0,1,29,28,1,1,34.95,35.63,12500.5,1,0,60.411
"5390","0695001C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.137
"5391","0695003C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.776
"5392","0695004C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.757
"5393","0695006C",0,1,0,0,0,1,38,40,1,0,38.18,53.5,200001,0,0,55.064
"5394","0695007C",0,1,0,0,0,1,50,69,1,0,NA,53.5,22500.5,0,0,46.875
"5395","0695013C",0,1,0,0,0,1,32,NA,NA,1,39.2,NA,27500.5,0,0,45.953
"5396","0695016C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.997
"5397","0695018C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.258
"5398","0695019C",0,1,0,0,0,1,26,30,1,0,38.18,53.5,37500.5,0,0,38.437
"5399","0695020C",0,0,0,1,0,1,33,37,1,1,34.95,34.95,17500.5,1,0,54.308
"5400","0695022C",0,0,0,1,0,1,46,47,0,0,NA,39.2,37500.5,0,0,61.141
"5401","0695024C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.164
"5402","0696001C",0,0,1,0,0,1,59,NA,NA,1,34.95,NA,7500.5,1,1,47.531
"5403","0696003C",0,0,1,0,0,1,38,NA,NA,1,34.95,NA,22500.5,1,1,39.639
"5404","0696011C",0,0,1,0,0,1,55,NA,NA,1,34.95,NA,17500.5,1,0,37.027
"5405","0696012C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.343
"5406","0696013C",0,0,1,0,0,1,46,50,1,1,35.78,NA,27500.5,0,0,62.397
"5407","0696015C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.961
"5408","0696016C",0,0,1,0,0,1,33,NA,NA,1,NA,NA,5000,1,1,36.349
"5409","0696019C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.53
"5410","0696020C",0,0,1,0,0,1,30,33,0,0,53.5,34.95,62500.5,0,0,51.955
"5411","0696022C",0,0,0,0,0,1,70,70,1,1,35.92,NA,17500.5,1,0,48.359
"5412","0697008C",0,1,0,0,0,1,NA,51,0,NA,NA,53.5,150000.5,0,0,60.73
"5413","0697020C",0,1,0,0,0,1,46,45,0,1,52.54,48.69,87500.5,0,0,52.085
"5414","0698002C",0,0,0,0,1,1,37,45,0,0,52.54,48.69,87500.5,0,0,70.362
"5415","0698003C",0,0,0,0,1,1,NA,49,0,NA,NA,64.89,62500.5,0,0,53.466
"5416","0698007C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.539
"5417","0698008C",0,1,0,0,0,1,39,37,1,0,38.18,39.18,37500.5,0,0,58.183
"5418","0698011C",0,1,0,0,0,1,28,38,1,1,38.18,35.78,27500.5,0,0,50.699
"5419","0698012C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.545
"5420","0698014C",0,0,1,0,0,1,38,36,1,1,NA,39.2,22500.5,1,1,43.465
"5421","0698017C",0,1,0,0,0,1,33,33,0,1,38.18,52.54,62500.5,0,0,64.022
"5422","0698018C",0,0,0,1,0,1,41,41,0,0,34.95,39.2,22500.5,0,0,55.335
"5423","0698019C",0,1,0,0,0,1,NA,40,1,NA,NA,NA,22500.5,0,1,43.788
"5424","0698020C",0,1,0,0,0,1,51,NA,0,0,NA,64.89,87500.5,0,0,29.08
"5425","0698024C",0,1,0,0,0,1,43,39,0,0,52.54,39.18,87500.5,0,0,46.076
"5426","0699007C",0,0,1,0,0,1,37,39,0,0,53.5,48.69,150000.5,0,0,67.716
"5427","0700001C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.255
"5428","0700002C",0,0,0,1,0,1,42,37,0,1,NA,NA,32500.5,0,0,55.416
"5429","0700003C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.628
"5430","0700007C",0,1,0,0,0,1,30,34,1,1,NA,39.18,32500.5,0,0,49.364
"5431","0700010C",0,0,0,0,1,1,44,47,1,1,33.42,34.95,37500.5,0,0,31.123
"5432","0700012C",0,0,1,0,0,1,NA,52,1,NA,NA,35.92,17500.5,0,0,48.196
"5433","0700013C",0,0,1,0,0,1,38,NA,NA,1,38.18,NA,12500.5,1,1,55.237
"5434","0700014C",0,0,0,1,0,1,31,34,1,1,NA,39.2,27500.5,0,0,52.911
"5435","0700015C",0,0,0,0,1,1,44,55,1,0,33.42,34.95,27500.5,0,0,65.67
"5436","0700016C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.081
"5437","0700017C",0,1,0,0,0,1,36,38,0,0,35.78,35.78,62500.5,0,0,52.748
"5438","0700018C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.585
"5439","0700019C",0,0,0,1,0,1,36,42,1,1,NA,39.2,27500.5,0,0,43.654
"5440","0700020C",0,1,0,0,0,1,31,39,0,1,38.18,53.5,45000.5,0,0,50.902
"5441","0700021C",0,0,1,0,0,1,NA,42,1,NA,NA,35.92,17500.5,0,0,48.192
"5442","0700022C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.725
"5443","0700023C",0,0,1,0,0,1,33,NA,NA,1,33.42,NA,7500.5,1,0,27.9
"5444","0700025C",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.21
"5445","0704014C",0,0,1,0,0,1,33,NA,NA,0,37.67,NA,22500.5,0,0,52.779
"5446","0704017C",0,0,0,1,0,1,35,39,0,0,34.95,35.92,22500.5,1,0,50.76
"5447","0704021C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.104
"5448","0704022C",0,0,1,0,0,1,43,41,0,0,NA,77.5,150000.5,0,0,70.286
"5449","0705001C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.907
"5450","0705002C",0,0,0,1,0,1,33,33,1,1,34.95,39.2,32500.5,0,1,52.537
"5451","0705004C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.86
"5452","0705005C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.281
"5453","0705006C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.88
"5454","0705007C",0,0,0,1,0,1,46,56,1,1,NA,39.18,7500.5,1,0,48.751
"5455","0705009C",0,0,0,1,0,1,46,50,1,0,39.18,38.18,12500.5,1,1,55.865
"5456","0705010C",0,0,0,1,0,1,55,61,0,0,59,59,22500.5,0,0,48.123
"5457","0705011C",0,0,0,1,0,1,31,NA,NA,0,63.43,NA,32500.5,0,0,57.031
"5458","0705014C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.476
"5459","0705016C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.261
"5460","0705019C",0,0,0,1,0,1,38,41,0,0,38.18,33.42,32500.5,0,0,56.937
"5461","0705021C",0,0,0,1,0,1,33,NA,NA,1,34.95,NA,7500.5,1,0,29.519
"5462","0705022C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.64
"5463","0705024C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.866
"5464","0706002C",0,0,0,1,0,1,31,33,0,1,35.78,34.95,37500.5,0,0,47.245
"5465","0706003C",0,0,0,1,0,1,41,42,1,1,34.95,39.18,12500.5,1,0,45.061
"5466","0706006C",0,0,0,1,0,1,49,50,1,1,35.78,39.2,22500.5,0,1,44.912
"5467","0706007C",0,0,0,1,0,1,38,60,1,1,NA,NA,12500.5,1,0,52.775
"5468","0706010C",0,0,0,1,0,1,38,41,0,0,33.42,34.95,12500.5,1,0,39.34
"5469","0706012C",0,0,0,1,0,1,NA,NA,NA,0,35.92,NA,22500.5,0,0,60.386
"5470","0706013C",0,0,0,1,0,1,34,42,1,1,59,39.2,17500.5,1,0,57.006
"5471","0706014C",0,0,0,1,0,1,39,NA,NA,0,57.83,NA,12500.5,1,0,45.361
"5472","0706016C",0,1,0,0,0,1,32,29,0,0,38.18,34.95,37500.5,0,0,65.853
"5473","0706018C",0,0,0,1,0,1,33,NA,NA,1,NA,NA,5000,1,1,38.086
"5474","0706019C",0,0,0,1,0,1,31,32,1,1,38.18,29.6,22500.5,1,0,60.769
"5475","0706022C",0,0,0,1,0,1,32,NA,NA,1,38.18,NA,17500.5,1,0,50.658
"5476","0706023C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.29
"5477","0706025C",0,0,0,1,0,1,34,42,1,1,59,39.2,17500.5,1,0,52.099
"5478","0707001C",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.361
"5479","0707003C",0,0,0,1,0,1,42,46,0,0,38.18,38.18,27500.5,0,0,59.472
"5480","0707007C",0,0,0,1,0,1,32,43,0,0,38.18,35.78,62500.5,0,0,52.385
"5481","0707008C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.914
"5482","0707012C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.073
"5483","0707013C",0,0,0,1,0,1,40,37,0,0,NA,35.92,27500.5,0,0,68.465
"5484","0707014C",0,0,0,1,0,1,39,46,0,0,34.95,35.78,62500.5,0,0,51.907
"5485","0707015C",0,0,0,1,0,1,39,38,0,1,53.5,77.5,62500.5,0,0,64.904
"5486","0707017C",0,0,0,1,0,1,45,48,0,0,63.43,35.78,27500.5,0,0,52.377
