"","id","catholic","race_white","race_black","race_hispanic","race_asian","places_lived","m_age","f_age","f_ed","m_ed","m_prestige","f_prestige","fam_income","poverty","fstamp","math_score"
"9271","1194008C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.196
"9272","1194009C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.324
"9273","1194010C",0,0,0,0,1,1,31,33,1,1,35.78,34.95,37500.5,0,0,51.062
"9274","1194012C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.707
"9275","1194014C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.62
"9276","1194015C",0,0,0,0,1,1,44,NA,NA,0,38.18,NA,12500.5,1,1,59.795
"9277","1194016C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.953
"9278","1194017C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.097
"9279","1194018C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.964
"9280","1194019C",0,0,0,1,0,1,36,NA,NA,1,38.18,NA,32500.5,0,0,51.434
"9281","1194020C",0,0,0,1,0,1,NA,31,0,NA,NA,35.92,45000.5,0,0,40.69
"9282","1194021C",0,0,0,1,0,NA,24,NA,NA,0,38.18,NA,87500.5,0,0,27.764
"9283","1194022C",0,0,0,1,0,1,37,NA,NA,0,35.78,NA,62500.5,0,0,71.553
"9284","1194023C",0,0,0,1,0,1,34,NA,NA,0,38.18,NA,37500.5,0,0,33.666
"9285","1194024C",0,0,0,1,0,1,31,32,0,0,35.78,35.78,87500.5,0,0,61.12
"9286","1198001C",0,0,0,0,1,1,44,43,0,0,35.78,35.78,17500.5,1,0,52.615
"9287","1198004C",0,0,0,1,0,1,29,NA,NA,0,38.18,NA,17500.5,0,0,58.773
"9288","1198005C",0,0,0,1,0,1,34,41,1,1,NA,33.42,22500.5,1,0,44.422
"9289","1198006C",0,0,0,1,0,NA,34,NA,NA,0,38.18,NA,32500.5,1,0,27.822
"9290","1198007C",0,0,0,1,0,1,45,NA,NA,1,35.78,NA,32500.5,0,0,42.328
"9291","1198008C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.424
"9292","1198010C",0,0,0,1,0,1,31,30,1,0,NA,38.18,27500.5,1,0,60.865
"9293","1198013C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.65
"9294","1198014C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.184
"9295","1198016C",0,0,0,1,0,1,38,39,1,1,29.6,29.6,32500.5,0,0,58.902
"9296","1198019C",0,0,0,1,0,1,25,33,1,1,NA,33.42,32500.5,1,0,57.861
"9297","1198020C",0,0,0,1,0,1,35,NA,NA,1,NA,NA,17500.5,1,0,39.138
"9298","1198021C",0,0,0,1,0,1,31,35,1,1,NA,39.2,62500.5,0,0,56.927
"9299","1204001C",1,0,0,0,0,1,40,43,0,0,34.95,64.89,87500.5,0,0,53.923
"9300","1204002C",0,0,0,0,0,1,43,48,0,0,48.69,53.5,87500.5,0,0,65.113
"9301","1204003C",1,1,0,0,0,1,41,40,0,0,61.56,64.89,87500.5,0,0,57.004
"9302","1204004C",1,1,0,0,0,1,41,40,0,0,35.78,53.5,87500.5,0,0,42.709
"9303","1204005C",1,1,0,0,0,1,34,NA,NA,0,63.43,NA,12500.5,1,0,54.179
"9304","1204007C",1,1,0,0,0,2,41,39,0,0,38.18,34.95,150000.5,0,0,52.719
"9305","1204008C",1,1,0,0,0,1,42,43,0,0,35.78,34.95,87500.5,0,0,52.8
"9306","1204009C",1,1,0,0,0,1,42,42,0,0,63.43,52.54,87500.5,0,0,52.719
"9307","1204010C",1,1,0,0,0,1,46,51,0,0,61.56,59,87500.5,0,0,56.637
"9308","1204011C",1,0,0,1,0,1,39,50,1,0,35.78,34.95,150000.5,0,0,52.694
"9309","1204012C",1,1,0,0,0,1,38,38,0,0,61.56,53.5,150000.5,0,0,59.188
"9310","1204013C",1,1,0,0,0,1,45,45,1,0,53.5,29.6,87500.5,0,0,52.327
"9311","1204015C",1,0,0,1,0,1,37,42,0,0,53.5,39.2,87500.5,0,0,56.916
"9312","1204016C",1,0,0,1,0,1,35,38,0,0,34.95,62.87,150000.5,0,0,58.502
"9313","1204017C",1,1,0,0,0,1,40,41,1,0,38.18,39.2,62500.5,0,0,43.221
"9314","1204019C",1,0,0,0,0,1,27,34,1,1,38.18,53.5,150000.5,0,0,47.821
"9315","1204020C",1,1,0,0,0,1,33,NA,NA,0,38.18,NA,45000.5,0,0,58.641
"9316","1204021C",0,1,0,0,0,1,36,36,0,0,63.43,34.95,87500.5,0,0,51.638
"9317","1204022C",1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.226
"9318","1204023C",1,0,0,1,0,1,39,45,0,0,61.56,64.89,150000.5,0,0,54.192
"9319","1204024C",1,1,0,0,0,1,40,46,0,0,61.56,61.56,62500.5,0,0,46.7
"9320","1205002C",0,1,0,0,0,1,37,41,0,1,34.95,53.5,37500.5,0,0,41.975
"9321","1205005C",0,0,0,1,0,1,45,NA,NA,1,34.95,NA,7500.5,1,1,35.602
"9322","1205007C",0,0,0,1,0,1,35,NA,NA,1,38.18,NA,27500.5,0,0,44.583
"9323","1205008C",0,1,0,0,0,1,33,38,0,1,NA,39.18,32500.5,1,0,53.868
"9324","1205009C",0,0,0,1,0,1,29,NA,NA,0,38.18,NA,22500.5,0,1,45.926
"9325","1205010C",0,0,0,1,0,2,49,NA,NA,0,38.18,NA,27500.5,0,1,51.179
"9326","1205013C",0,0,0,1,0,1,38,34,1,1,NA,35.92,7500.5,1,0,51.701
"9327","1205014C",0,0,0,1,0,2,41,41,1,1,38.18,52.54,45000.5,0,0,63.196
"9328","1205015C",0,0,0,1,0,1,28,31,1,1,34.95,53.5,22500.5,0,0,39.426
"9329","1205016C",0,0,0,1,0,1,45,43,1,1,NA,39.2,22500.5,1,0,49.218
"9330","1205018C",0,0,0,1,0,1,34,36,1,1,38.18,35.63,62500.5,0,0,30.276
"9331","1205021C",0,0,0,1,0,1,36,40,1,1,NA,38.18,27500.5,1,0,40.832
"9332","1205023C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.835
"9333","1205024C",0,0,0,1,0,1,39,NA,NA,1,34.95,NA,7500.5,1,0,38.81
"9334","1208012C",0,1,0,0,0,1,44,43,0,0,38.18,38.18,45000.5,0,0,40.947
"9335","1208015C",0,0,0,1,0,1,44,37,1,0,38.18,35.92,27500.5,1,0,47.616
"9336","1208016C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.074
"9337","1208019C",0,0,0,1,0,1,42,51,1,0,34.95,35.92,37500.5,0,0,37.751
"9338","1208020C",0,0,0,1,0,1,37,36,1,1,NA,34.95,27500.5,0,0,48.448
"9339","1208021C",0,0,0,1,0,1,28,38,0,1,38.18,38.18,45000.5,0,0,48.01
"9340","1208023C",0,0,0,1,0,2,30,32,0,1,35.78,39.2,27500.5,0,0,29.204
"9341","1208024C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.965
"9342","1208025C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.449
"9343","1209002C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.618
"9344","1209003C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.902
"9345","1209009C",0,0,1,0,0,2,40,38,0,1,57.83,63.43,87500.5,0,0,43.529
"9346","1209024C",0,1,0,0,0,1,38,NA,NA,0,34.95,NA,27500.5,0,0,52.577
"9347","1210002C",0,0,0,0,1,2,39,41,0,0,38.18,34.95,12500.5,1,1,50.576
"9348","1210005C",0,1,0,0,0,1,34,33,0,1,NA,38.18,12500.5,1,0,55.299
"9349","1210006C",0,1,0,0,0,1,43,43,0,0,35.78,63.43,150000.5,0,0,46.552
"9350","1210007C",0,1,0,0,0,1,33,41,0,0,57.83,48.69,45000.5,0,0,48.741
"9351","1210008C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.268
"9352","1210009C",0,1,0,0,0,1,NA,44,1,NA,NA,39.2,12500.5,1,1,40.938
"9353","1210010C",0,0,0,1,0,1,35,38,1,1,NA,35.78,37500.5,1,0,45.638
"9354","1210011C",0,1,0,0,0,1,46,41,0,0,NA,48.69,87500.5,0,0,47.372
"9355","1210012C",0,0,0,1,0,1,39,44,0,1,34.95,34.95,45000.5,0,0,26.928
"9356","1210015C",0,0,0,1,0,1,25,23,0,1,38.18,34.95,62500.5,0,0,40.834
"9357","1210019C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.551
"9358","1210020C",0,0,0,1,0,2,30,NA,NA,0,38.18,NA,22500.5,0,0,51.478
"9359","1210021C",0,0,0,1,0,1,37,36,1,1,NA,39.2,32500.5,0,0,44.274
"9360","1210022C",0,1,0,0,0,1,32,NA,NA,0,38.18,NA,22500.5,1,1,26.596
"9361","1210025C",0,1,0,0,0,1,43,43,0,0,35.78,63.43,150000.5,0,0,47.535
"9362","1213002C",0,0,0,1,0,2,24,NA,NA,1,38.18,NA,17500.5,1,1,49.671
"9363","1213004C",0,0,0,1,0,1,40,44,1,1,38.18,33.42,62500.5,0,0,57.423
"9364","1213005C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.663
"9365","1213006C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.714
"9366","1213007C",0,0,0,1,0,1,28,28,1,0,38.18,57.83,12500.5,1,1,43.429
"9367","1213008C",0,0,0,1,0,1,40,NA,NA,1,38.18,NA,17500.5,0,0,53.576
"9368","1213009C",0,0,0,1,0,1,40,NA,NA,0,34.95,NA,12500.5,1,1,50.706
"9369","1213010C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.351
"9370","1213011C",0,0,0,1,0,1,34,41,1,1,38.18,33.42,37500.5,0,1,59.415
"9371","1213012C",0,0,0,1,0,1,37,49,0,1,NA,53.5,45000.5,0,0,53.341
"9372","1213015C",0,0,0,1,0,1,32,40,1,1,NA,33.42,27500.5,0,0,50.487
"9373","1213016C",0,0,0,1,0,1,38,39,1,1,NA,53.5,62500.5,0,0,56.32
"9374","1213018C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.215
"9375","1213019C",0,0,0,1,0,1,39,41,1,1,33.42,35.92,22500.5,0,NA,44.343
"9376","1213020C",0,0,0,1,0,1,36,36,1,1,33.42,NA,17500.5,1,0,40.008
"9377","1213022C",0,0,0,1,0,1,36,36,1,1,35.78,39.2,17500.5,1,0,52.302
"9378","1213024C",0,0,0,1,0,2,41,41,1,1,33.42,29.6,12500.5,1,0,34.995
"9379","1215004C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.172
"9380","1215006C",0,0,0,0,1,2,42,51,1,1,33.42,34.95,37500.5,0,1,57.235
"9381","1215007C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.198
"9382","1215008C",0,0,0,0,1,1,49,49,1,0,34.95,33.42,12500.5,1,1,64.591
"9383","1215009C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.606
"9384","1215010C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.465
"9385","1215011C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.932
"9386","1215013C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.981
"9387","1215015C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.39
"9388","1215020C",0,0,0,1,0,1,29,30,0,1,33.42,37.67,17500.5,1,0,37.081
"9389","1215021C",0,0,0,1,0,1,39,39,1,1,NA,39.2,7500.5,1,1,58.097
"9390","1215022C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.657
"9391","1215025C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.703
"9392","1216001C",0,0,0,0,1,1,37,34,1,0,38.18,37.67,62500.5,0,0,50.789
"9393","1216003C",0,0,0,0,1,1,39,NA,NA,1,NA,NA,27500.5,0,1,56.628
"9394","1216004C",0,0,0,0,1,1,39,46,1,0,37.67,63.43,22500.5,0,0,22.382
"9395","1216007C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.257
"9396","1216008C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.567
"9397","1216009C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.482
"9398","1216013C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.48
"9399","1216014C",0,0,0,1,0,1,39,39,1,1,NA,29.6,27500.5,0,0,46.283
"9400","1216016C",0,0,0,1,0,1,33,NA,NA,1,38.18,NA,27500.5,0,0,50.355
"9401","1216017C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.08
"9402","1216019C",0,0,0,1,0,1,35,37,1,0,35.78,NA,32500.5,0,1,40.473
"9403","1216020C",0,0,0,1,0,2,44,38,0,0,34.95,33.42,22500.5,0,0,57.605
"9404","1216022C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.313
"9405","1216024C",0,0,0,1,0,1,37,NA,NA,1,38.18,NA,7500.5,1,1,43.195
"9406","1217003C",0,0,0,1,0,1,34,39,1,1,NA,NA,17500.5,1,0,56.19
"9407","1217006C",0,0,0,1,0,1,31,39,1,1,NA,34.95,17500.5,1,0,55.316
"9408","1217007C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.124
"9409","1217010C",0,0,0,1,0,1,42,51,1,1,34.95,33.42,17500.5,1,0,35.059
"9410","1217011C",0,0,0,1,0,1,33,47,1,1,34.95,39.2,37500.5,0,0,63.064
"9411","1217012C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.126
"9412","1217014C",0,0,0,1,0,1,35,35,1,1,NA,39.2,22500.5,1,0,39.092
"9413","1217016C",0,0,0,1,0,1,32,40,0,0,35.92,35.92,45000.5,0,0,55.037
"9414","1217019C",0,0,0,1,0,1,42,NA,NA,0,38.18,NA,7500.5,1,0,46.235
"9415","1217022C",0,0,0,1,0,1,34,40,1,1,NA,29.6,17500.5,1,0,39.605
"9416","1217023C",0,0,0,1,0,1,30,34,1,1,33.42,39.2,32500.5,0,0,35.975
"9417","1217024C",0,0,0,1,0,1,43,42,1,1,NA,34.95,12500.5,1,0,37.782
"9418","1218001C",0,0,0,1,0,1,32,36,1,1,NA,29.6,5000,1,0,54.058
"9419","1218002C",0,0,0,1,0,1,34,37,1,1,NA,39.2,12500.5,1,0,46.896
"9420","1218003C",0,0,0,1,0,2,28,29,1,1,NA,34.95,12500.5,1,0,33.975
"9421","1218005C",0,0,0,1,0,1,31,32,1,1,NA,53.5,17500.5,1,0,23.646
"9422","1218008C",0,0,0,1,0,1,48,60,1,1,34.95,34.95,27500.5,0,0,27.904
"9423","1218009C",0,0,0,1,0,1,42,39,1,1,34.95,33.42,22500.5,1,0,46.953
"9424","1218010C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.178
"9425","1218011C",0,0,0,1,0,1,38,40,1,0,38.18,39.2,37500.5,0,0,48.369
"9426","1218013C",0,0,0,1,0,1,32,41,1,1,NA,38.18,7500.5,1,1,46.738
"9427","1218014C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.846
"9428","1218018C",0,0,0,1,0,1,31,33,1,1,NA,33.42,12500.5,1,1,51.419
"9429","1218019C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6
"9430","1218021C",0,0,0,1,0,1,30,31,1,0,38.18,39.18,27500.5,0,0,32.414
"9431","1218024C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.378
"9432","1218025C",0,0,0,1,0,1,48,60,1,1,34.95,34.95,27500.5,0,0,43.291
"9433","1219001C",0,0,0,1,0,1,31,33,1,1,34.95,39.18,27500.5,0,1,55.621
"9434","1219002C",0,0,0,1,0,1,47,54,1,1,NA,34.95,27500.5,1,0,57.552
"9435","1219004C",0,0,0,1,0,1,46,51,1,1,33.42,53.5,12500.5,1,0,38.022
"9436","1219005C",0,0,0,1,0,1,41,44,1,1,34.95,39.2,17500.5,1,0,53.418
"9437","1219006C",0,0,0,1,0,1,28,31,1,1,53.5,35.92,22500.5,0,0,53.288
"9438","1219009C",0,0,0,1,0,2,46,43,0,0,38.18,33.42,62500.5,0,0,52.106
"9439","1219011C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.131
"9440","1219012C",0,0,0,1,0,1,31,NA,NA,1,NA,NA,12500.5,1,1,38.454
"9441","1219013C",0,0,0,1,0,1,NA,35,1,NA,NA,53.5,45000.5,0,0,44.468
"9442","1219015C",0,0,0,1,0,1,39,37,1,0,38.18,38.18,45000.5,0,0,36.808
"9443","1219017C",0,0,0,1,0,1,32,39,1,1,NA,35.63,17500.5,1,0,61.716
"9444","1219020C",0,0,0,1,0,1,41,41,1,1,NA,39.2,22500.5,0,0,64.879
"9445","1219023C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.168
"9446","1219024C",0,0,0,1,0,1,33,35,1,1,48.69,33.42,17500.5,1,0,47.793
"9447","1219041C",0,0,0,1,0,1,28,NA,NA,1,34.95,NA,32500.5,1,0,27.04
"9448","1220001C",0,0,0,0,0,1,47,46,0,0,NA,38.18,62500.5,0,0,54.826
"9449","1220005C",1,0,0,1,0,1,40,46,1,0,38.18,35.92,87500.5,0,0,37.922
"9450","1220006C",1,0,0,1,0,1,49,55,0,1,35.78,35.78,45000.5,0,0,53.622
"9451","1220007C",1,1,0,0,0,1,39,38,0,0,NA,53.5,150000.5,0,0,42.981
"9452","1220008C",1,0,0,1,0,1,43,49,0,0,59,33.42,150000.5,0,0,33.557
"9453","1220009C",1,0,0,1,0,1,41,42,0,0,38.18,53.5,87500.5,0,0,43.02
"9454","1220010C",1,0,0,1,0,1,29,NA,NA,0,53.5,NA,62500.5,0,0,50.931
"9455","1220011C",1,0,0,1,0,1,27,29,1,1,34.95,35.92,45000.5,0,0,50.775
"9456","1220012C",1,0,0,1,0,1,47,NA,NA,1,52.54,NA,62500.5,0,0,52.329
"9457","1220013C",0,0,0,0,0,1,40,41,1,0,63.43,39.2,62500.5,0,0,39.511
"9458","1220015C",1,0,0,1,0,2,NA,30,0,NA,NA,53.5,87500.5,0,0,46.901
"9459","1220017C",1,0,0,1,0,1,39,42,1,0,38.18,53.5,62500.5,0,0,43.73
"9460","1220018C",1,1,0,0,0,1,40,45,0,1,34.95,62.87,150000.5,0,0,62.374
"9461","1220019C",1,0,0,1,0,1,38,40,0,0,61.56,53.5,150000.5,0,0,53.47
"9462","1220021C",1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.153
"9463","1220023C",1,0,0,1,0,2,32,34,1,0,53.5,38.18,200001,0,0,43.846
"9464","1220024C",1,0,0,1,0,1,39,45,1,0,61.56,39.2,62500.5,0,0,38.038
"9465","1220040C",1,0,0,1,0,1,43,43,0,1,34.95,39.2,22500.5,0,0,43.229
"9466","1221001C",0,0,0,0,0,1,39,40,0,0,NA,77.5,200001,0,0,68.974
"9467","1221002C",0,0,0,0,0,1,42,48,0,1,38.18,52.54,87500.5,0,0,63.636
"9468","1221003C",0,0,0,0,0,1,36,35,0,0,NA,52.54,62500.5,0,0,68.54
"9469","1221004C",0,0,0,1,0,1,40,38,0,0,NA,64.89,62500.5,0,0,61.441
"9470","1221006C",0,0,0,0,1,1,46,42,0,0,NA,53.5,87500.5,0,0,68.094
"9471","1221007C",0,1,0,0,0,1,38,40,0,0,NA,53.5,87500.5,0,0,58.921
"9472","1221009C",0,0,0,1,0,1,43,48,1,0,NA,64.89,62500.5,0,0,41.063
"9473","1221010C",0,0,0,1,0,1,42,38,0,0,NA,38.18,87500.5,0,0,51.688
"9474","1221011C",0,1,0,0,0,1,46,45,0,0,NA,48.69,62500.5,0,0,64.527
"9475","1221012C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.39
"9476","1221013C",0,1,0,0,0,1,38,NA,NA,0,35.78,NA,150000.5,0,0,59.808
"9477","1221016C",0,1,0,0,0,2,40,43,0,0,38.18,77.5,200001,0,0,39.803
"9478","1221017C",0,1,0,0,0,1,45,48,0,0,53.5,35.78,150000.5,0,0,70.539
"9479","1221018C",0,1,0,0,0,1,35,35,1,0,NA,64.89,200001,0,0,55.909
"9480","1221019C",0,1,0,0,0,1,37,42,0,0,NA,53.5,150000.5,0,0,63.488
"9481","1221020C",0,1,0,0,0,1,32,44,0,0,NA,35.78,87500.5,0,0,52.185
"9482","1221023C",0,1,0,0,0,1,40,41,0,0,NA,53.5,87500.5,0,0,48.995
"9483","1221024C",0,1,0,0,0,1,40,42,1,0,63.43,35.92,87500.5,0,0,55.75
"9484","1222001C",0,0,0,0,1,2,40,40,0,1,61.56,53.5,62500.5,0,0,56.537
"9485","1222002C",0,0,0,0,1,1,40,40,0,0,53.5,53.5,87500.5,0,0,56.343
"9486","1222003C",0,0,0,0,1,2,42,40,0,0,61.56,61.56,150000.5,0,0,66.423
"9487","1222004C",0,1,0,0,0,1,33,33,1,0,NA,35.78,150000.5,0,0,59.703
"9488","1222005C",0,0,0,1,0,1,39,39,0,0,NA,35.92,62500.5,0,0,59.38
"9489","1222006C",0,1,0,0,0,1,38,46,0,0,NA,53.5,200001,0,0,56.858
"9490","1222008C",0,1,0,0,0,1,43,45,0,1,NA,77.5,150000.5,0,0,43.861
"9491","1222010C",1,1,0,0,0,1,41,45,0,0,NA,53.5,87500.5,0,0,49.396
"9492","1222011C",0,0,0,1,0,1,36,35,0,0,38.18,34.95,62500.5,0,0,62.011
"9493","1222012C",0,1,0,0,0,1,39,44,0,0,53.5,39.2,87500.5,0,0,26.959
"9494","1222013C",0,0,0,0,0,1,NA,39,0,NA,NA,34.95,87500.5,0,0,53.199
"9495","1222014C",0,1,0,0,0,2,38,39,0,0,63.43,59,62500.5,0,0,61.272
"9496","1222016C",0,1,0,0,0,1,39,44,0,0,35.78,35.78,150000.5,0,0,66.759
"9497","1222017C",0,1,0,0,0,2,35,35,0,0,34.95,34.95,150000.5,0,0,53.708
"9498","1222018C",0,0,0,1,0,1,38,42,1,0,64.89,39.18,150000.5,0,0,45.822
"9499","1222019C",0,1,0,0,0,1,44,46,1,0,57.83,35.92,87500.5,0,0,40.177
"9500","1222020C",0,1,0,0,0,1,30,30,0,0,38.18,39.18,87500.5,0,0,55.314
"9501","1222021C",0,1,0,0,0,1,38,42,0,0,35.78,34.95,87500.5,0,0,62.595
"9502","1222022C",0,1,0,0,0,1,36,37,0,0,NA,53.5,150000.5,0,0,66.035
"9503","1222023C",0,0,0,1,0,1,32,41,1,1,NA,33.42,45000.5,0,0,47.422
"9504","1223010C",1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.011
"9505","1224002C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.828
"9506","1224012C",0,0,0,1,0,1,47,51,1,1,NA,33.42,27500.5,0,0,57.859
"9507","1224018C",0,0,0,1,0,2,33,36,1,1,NA,35.63,32500.5,0,0,44.892
"9508","1224019C",0,0,0,1,0,1,38,42,0,1,NA,33.42,27500.5,0,0,39.929
"9509","1228003C",0,0,0,0,1,1,46,NA,NA,0,38.18,NA,62500.5,0,0,56.451
"9510","1228005C",0,0,0,0,1,1,43,49,0,0,NA,53.5,87500.5,0,0,59.004
"9511","1228006C",0,0,0,0,1,1,51,47,0,0,53.5,59,87500.5,0,0,44.399
"9512","1228007C",0,0,0,0,1,1,50,50,0,0,61.56,61.56,150000.5,0,0,63.25
"9513","1228009C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.405
"9514","1228010C",0,1,0,0,0,1,37,33,0,0,53.5,39.2,200001,0,0,63.788
"9515","1228011C",0,0,0,1,0,1,40,NA,NA,1,34.95,NA,7500.5,1,0,51.626
"9516","1228012C",0,1,0,0,0,1,32,35,1,1,NA,39.18,32500.5,0,0,46.842
"9517","1228013C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.817
"9518","1228014C",0,0,0,1,0,1,34,33,1,1,33.42,29.6,22500.5,1,0,46.329
"9519","1228016C",0,0,0,0,0,1,45,45,0,0,61.56,53.5,150000.5,0,0,47.639
"9520","1228019C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.853
"9521","1228021C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.657
"9522","1228023C",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.585
"9523","1229003C",0,0,0,0,1,1,32,33,0,0,64.89,39.18,87500.5,0,0,49.617
"9524","1229006C",0,0,0,0,0,1,41,43,0,1,NA,34.95,45000.5,0,0,45.244
"9525","1229008C",0,0,0,0,1,1,51,40,0,0,53.5,38.18,62500.5,0,0,54.715
"9526","1229009C",0,0,0,0,0,1,41,47,1,0,38.18,33.42,87500.5,0,0,40.688
"9527","1229012C",0,1,0,0,0,2,40,44,0,0,35.78,48.69,87500.5,0,0,72.713
"9528","1229013C",0,0,0,1,0,1,42,48,0,0,63.43,61.56,87500.5,0,0,61.979
"9529","1229016C",0,0,1,0,0,1,32,NA,NA,1,34.95,NA,17500.5,1,0,51.578
"9530","1229019C",0,0,0,1,0,1,41,51,0,1,35.92,35.92,87500.5,0,0,43.78
"9531","1229020C",0,1,0,0,0,1,45,47,0,0,63.43,53.5,87500.5,0,0,28.715
"9532","1229021C",0,1,0,0,0,3,NA,48,0,NA,NA,35.78,87500.5,0,0,40.713
"9533","1231002C",0,0,0,0,0,1,46,49,0,0,53.5,57.83,62500.5,0,0,64.727
"9534","1231007C",0,1,0,0,0,1,32,31,0,0,34.95,35.78,87500.5,0,0,49.398
"9535","1231008C",0,0,0,1,0,1,40,41,0,0,52.54,35.78,87500.5,0,0,61.22
"9536","1231009C",0,0,0,1,0,1,37,39,0,1,NA,37.67,62500.5,0,0,51.492
"9537","1231011C",0,0,0,1,0,1,44,47,0,0,48.69,48.69,150000.5,0,0,54.394
"9538","1231012C",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.494
"9539","1231013C",0,1,0,0,0,1,47,47,0,0,NA,38.18,62500.5,0,0,45.549
"9540","1231017C",0,1,0,0,0,2,38,NA,NA,1,53.5,NA,87500.5,0,0,42.993
"9541","1231019C",0,1,0,0,0,NA,39,NA,NA,0,38.18,NA,32500.5,0,NA,45.999
"9542","1231022C",0,1,0,0,0,1,36,40,0,0,61.56,53.5,62500.5,0,0,66.492
"9543","1231024C",0,1,0,0,0,1,39,NA,NA,0,53.5,NA,87500.5,0,0,68.857
"9544","1236002C",0,0,0,0,1,1,42,43,0,0,63.43,35.78,150000.5,0,0,53.217
"9545","1236003C",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.304
